_id	date	site	parameter	index_value	description	health_advisory	health_effects
44372	6/1/2021	North Braddock	SO2	17	Good		
24034	12/18/2018	Flag Plaza	CO	0	Good		
11783	6/24/2017	South Fayette	OZONE	46	Good		
67010	2/26/2023	Glassport High Street	PM10	12	Good		
6320	10/17/2016	Lawrenceville 2	SO2	1	Good		
29611	8/6/2019	South Fayette	OZONE	71	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
5625	9/17/2016	Lawrenceville	OZONE	43	Good		
11544	6/13/2017	Glassport High Street	PM10	24	Good		
73322	9/26/2023	North Braddock	PM25_640	7	Good		
51061	2/6/2022	Lawrenceville 2	CO	6	Good		
3823	6/26/2016	Flag Plaza	PM10	18	Good		
68517	4/9/2023	Liberty 2	PM10	11	Good		
77947	4/8/2024	Parkway East	CO	10	Good		
20287	7/5/2018	North Braddock	SO2	0	Good		
32152	11/16/2019	Flag Plaza	CO	3	Good		
24874	1/24/2019	South Fayette	OZONE	31	Good		
43413	4/16/2021	Pittsburgh	PM10_640	11	Good		
44160	5/22/2021	Harrison Township	NO2	13	Good		
77298	3/10/2024	North Braddock	CO	2	Good		
7600	12/15/2016	Lawrenceville	PM25B	38	Good		
45665	8/2/2021	Liberty 2	PM10	20	Good		
24448	1/6/2019	North Braddock	PM10B	15	Good		
34421	2/21/2020	Liberty 2	PM25T	37	Good		
37801	7/22/2020	Flag Plaza	CO	3	Good		
52814	3/26/2022	Lawrenceville	OZONE	26	Good		
3831	6/27/2016	Liberty 2	PM10	22	Good		
18089	3/29/2018	South Fayette	SO2	0	Good		
50538	1/22/2022	South Fayette	SO2	6	Good		
34269	2/14/2020	North Braddock	SO2	0	Good		
13805	9/22/2017	South Fayette	OZONE	61	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
5597	9/15/2016	North Braddock	PM10B	34	Good		
82959	10/30/2024	Lawrenceville	OZONE	44	Good		
47210	10/15/2021	Liberty	SO2	29	Good		
74333	11/8/2023	North Braddock	PM25_640	20	Good		
48115	11/11/2021	South Fayette	OZONE	46	Good		
36049	5/5/2020	Liberty	SO2	1	Good		
44502	6/7/2021	Lawrenceville 2	CO	4	Good		
39164	9/23/2020	Harrison Township	OZONE	64	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
53232	4/7/2022	South Fayette	OZONE	37	Good		
64726	12/22/2022	Clairton	PM25_640	24	Good		
74751	11/27/2023	Clairton	PM25_640	23	Good		
14503	10/22/2017	North Braddock	SO2	6	Good		
42589	3/7/2021	Pittsburgh	PM10_640	11	Good		
15812	12/19/2017	Flag Plaza	PM10	11	Good		
61451	10/22/2022	Liberty 2	PM10	50	Good		
9033	2/21/2017	Liberty 2	PM10	39	Good		
6587	10/30/2016	Flag Plaza	CO	0	Good		
34883	3/13/2020	North Braddock	PM10B	25	Good		
3490	6/11/2016	Liberty 2	PM25(2)	58	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
46119	8/24/2021	South Fayette	OZONE	84	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
24704	1/17/2019	Lincoln	PM10	25	Good		
25291	2/11/2019	Avalon	PM25T	57	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
43196	4/5/2021	Pittsburgh	PM25_640	56	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
67167	3/3/2023	Lawrenceville 2	CO	3	Good		
6055	10/6/2016	Lawrenceville 2	CO	4	Good		
13383	9/3/2017	South Fayette	OZONE	37	Good		
42963	3/25/2021	Harrison Township	OZONE	42	Good		
51384	2/16/2022	Parkway East	CO	4	Good		
65950	1/28/2023	Parkway East	NO2	19	Good		
4015	7/5/2016	Liberty 2	PM25(2)	35	Good		
10615	5/3/2017	Harrison Township	OZONE	42	Good		
40282	11/13/2020	Flag Plaza	PM10	16	Good		
48460	11/21/2021	Parkway East	CO	10	Good		
7267	11/29/2016	Lawrenceville 2	SO2	2	Good		
24138	12/22/2018	South Fayette	SO2	0	Good		
78437	4/30/2024	Parkway East	PM25_640	37	Good		
14689	10/30/2017	Harrison Township	NO2	6	Good		
63864	12/2/2022	Glassport High Street	PM10	30	Good		
82373	10/3/2024	Pittsburgh	PM10_640	15	Good		
31560	10/23/2019	West Mifflin	SO2	4	Good		
74892	12/2/2023	North Braddock	PM25_640	39	Good		
74974	12/6/2023	Pittsburgh	PM10_640	12	Good		
79937	7/3/2024	Pittsburgh	PM25_640	51	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39441	10/5/2020	Parkway East	PM25T	31	Good		
11773	6/23/2017	Liberty	SO2	11	Good		
63537	11/23/2022	North Braddock	CO	13	Good		
612	1/30/2016	Lawrenceville	PM25B	46	Good		
34607	3/1/2020	Liberty 2	PM25T	57	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
55184	5/31/2022	Lawrenceville 2	SO2	5	Good		
1052	2/20/2016	Liberty 2	PM25(2)	32	Good		
15708	12/15/2017	Liberty	SO2	9	Good		
81310	8/24/2024	Harrison Township	OZONE	100	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
8708	2/7/2017	Flag Plaza	PM10	33	Good		
31619	10/26/2019	Clairton	SO2	9	Good		
28449	6/20/2019	Clairton	SO2	1	Good		
7946	1/1/2017	South Fayette	SO2	3	Good		
43589	4/25/2021	Parkway East	PM25T	45	Good		
64695	12/21/2022	North Braddock	SO2	6	Good		
14749	11/2/2017	Parkway East	PM25T	56	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
10806	5/12/2017	Glassport High Street	PM10	7	Good		
27352	5/6/2019	Liberty 2	PM10	29	Good		
29494	8/1/2019	Avalon	PM25T	40	Good		
5761	9/23/2016	South Fayette	SO2	1	Good		
13659	9/15/2017	Lawrenceville 2	SO2	1	Good		
38848	9/8/2020	Lawrenceville 2	CO	5	Good		
73831	10/18/2023	Parkway East	CO	5	Good		
45928	8/15/2021	Liberty	SO2	6	Good		
51454	2/18/2022	Lawrenceville	OZONE	32	Good		
10524	4/29/2017	Lawrenceville	OZONE	32	Good		
80588	7/26/2024	Liberty 2	PM10_640	22	Good		
35646	4/17/2020	Parkway East	CO	15	Good		
1268	3/2/2016	Parkway East	CO	5	Good		
50110	1/9/2022	Glassport High Street	PM10	14	Good		
65518	1/15/2023	Harrison Township	NO2	22	Good		
35184	3/27/2020	South Fayette	OZONE	42	Good		
11415	6/7/2017	Lawrenceville 2	SO2	6	Good		
38403	8/19/2020	Glassport High Street	PM10	14	Good		
18554	4/19/2018	Lawrenceville 2	CO	3	Good		
64565	12/17/2022	North Braddock	PM25_640	27	Good		
80755	8/2/2024	South Fayette	OZONE	38	Good		
39011	9/16/2020	North Braddock	PM10B	31	Good		
13012	8/17/2017	Flag Plaza	CO	0	Good		
8764	2/9/2017	Lincoln	PM25	26	Good		
44067	5/18/2021	Lawrenceville	OZONE	80	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
26971	4/21/2019	Lincoln	PM10	14	Good		
544	1/27/2016	Avalon	SO2	4	Good		
43965	5/13/2021	South Fayette	OZONE	42	Good		
57190	7/27/2022	North Braddock	CO	3	Good		
43889	5/9/2021	North Braddock	CO	5	Good		
54666	5/15/2022	North Braddock	PM25_640	31	Good		
75277	12/18/2023	Lawrenceville	OZONE	24	Good		
71581	7/15/2023	North Braddock	CO	17	Good		
10340	4/21/2017	Glassport High Street	PM10	14	Good		
15976	12/26/2017	Avalon	PM25T	22	Good		
24225	12/26/2018	South Fayette	SO2	4	Good		
29240	7/22/2019	Lincoln	PM10	22	Good		
65459	1/13/2023	North Braddock	PM25_640	18	Good		
1248	3/1/2016	Lawrenceville	PM25B	29	Good		
49538	12/23/2021	Lawrenceville 2	SO2	4	Good		
47178	10/13/2021	Liberty 2	PM10	38	Good		
67504	3/13/2023	Glassport High Street	PM10	7	Good		
79066	5/30/2024	North Braddock	CO	1	Good		
18539	4/19/2018	North Braddock	PM10B	15	Good		
31834	11/4/2019	Flag Plaza	PM10	15	Good		
42872	3/21/2021	Liberty 2	PM25T	40	Good		
12686	8/3/2017	Lawrenceville 2	CO	4	Good		
12175	7/11/2017	Glassport High Street	PM10	19	Good		
45524	7/27/2021	Parkway East	PM25T	74	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
11747	6/22/2017	South Fayette	SO2	6	Good		
11356	6/5/2017	Liberty	SO2	17	Good		
39814	10/22/2020	North Braddock	SO2	14	Good		
60033	10/1/2022	Lawrenceville 2	SO2	1	Good		
33540	1/13/2020	Harrison Township	OZONE	17	Good		
42467	3/2/2021	Liberty 2	PM10	12	Good		
45338	7/18/2021	Liberty	SO2	1	Good		
14193	10/9/2017	Liberty 2	PM25(2)	11	Good		
13269	8/29/2017	South Fayette	OZONE	41	Good		
78258	4/22/2024	Liberty	SO2	7	Good		
46789	9/25/2021	Flag Plaza	PM10	13	Good		
33224	12/31/2019	Lawrenceville	OZONE	23	Good		
14191	10/9/2017	Parkway East	NO2	15	Good		
43299	4/11/2021	Lawrenceville	OZONE	42	Good		
36253	5/14/2020	Lawrenceville 2	SO2	2	Good		
45722	8/5/2021	Liberty 2	PM10	31	Good		
38402	8/19/2020	Parkway East	CO	8	Good		
20033	6/24/2018	North Braddock	PM10B	20	Good		
63736	11/29/2022	Lawrenceville	OZONE	22	Good		
67500	3/13/2023	North Braddock	CO	3	Good		
57272	7/29/2022	Avalon	PM25_640	33	Good		
75125	12/11/2023	Liberty	SO2	0	Good		
39718	10/18/2020	Lawrenceville	OZONE	33	Good		
53233	4/7/2022	Glassport High Street	PM10	9	Good		
10625	5/4/2017	South Fayette	OZONE	46	Good		
44634	6/13/2021	Parkway East	PM25T	53	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
59348	9/19/2022	North Braddock	SO2	4	Good		
28887	7/8/2019	North Braddock	SO2	3	Good		
51167	2/9/2022	Pittsburgh	PM25_640	26	Good		
15218	11/23/2017	Flag Plaza	CO	0	Good		
66331	2/9/2023	Lawrenceville 2	CO	3	Good		
74462	11/14/2023	Lawrenceville	OZONE	24	Good		
33511	1/12/2020	Flag Plaza	PM10	4	Good		
22383	10/7/2018	Glassport High Street	PM10	33	Good		
33822	1/26/2020	Lawrenceville	PM25B	25	Good		
65220	1/6/2023	Liberty 2	PM25T	22	Good		
25895	3/8/2019	Avalon	SO2	13	Good		
38887	9/10/2020	Lawrenceville 2	SO2	4	Good		
14075	10/4/2017	Lawrenceville 2	CO	7	Good		
50698	1/27/2022	Lawrenceville	OZONE	30	Good		
14205	10/9/2017	South Fayette	SO2	1	Good		
43056	3/30/2021	Lawrenceville 2	SO2	3	Good		
1066	2/21/2016	Parkway East	CO	20	Good		
29015	7/13/2019	North Braddock	SO2	27	Good		
38383	8/18/2020	Liberty	SO2	14	Good		
59581	9/24/2022	North Braddock	PM10_640	14	Good		
45844	8/11/2021	Liberty	SO2	21	Good		
31900	11/6/2019	Harrison Township	NO2	35	Good		
35983	5/2/2020	Liberty 2	PM10	21	Good		
46068	8/22/2021	Glassport High Street	PM10	35	Good		
40184	11/8/2020	North Braddock	SO2	77	Moderate		
11440	6/8/2017	North Braddock	PM10B	8	Good		
31026	10/2/2019	Harrison Township	OZONE	34	Good		
7060	11/20/2016	Liberty	SO2	0	Good		
12333	7/18/2017	Flag Plaza	PM10	22	Good		
21333	8/21/2018	Lincoln	PM10	9	Good		
30993	10/1/2019	Clairton	SO2	3	Good		
20039	6/24/2018	South Fayette	OZONE	40	Good		
71088	6/24/2023	Lawrenceville	OZONE	33	Good		
37505	7/9/2020	Liberty 2	PM10	20	Good		
81703	9/5/2024	Clairton	PM25_640	23	Good		
27275	5/3/2019	Lincoln	PM25	53	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
16129	1/2/2018	South Fayette	SO2	6	Good		
71990	8/1/2023	North Braddock	PM25_640	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
24010	12/17/2018	Lawrenceville	PM25B	56	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
38758	9/4/2020	Avalon	PM25T	24	Good		
26930	4/19/2019	Lawrenceville 2	CO	4	Good		
60601	10/9/2022	Liberty 2	PM10	28	Good		
40405	11/19/2020	Avalon	PM25T	23	Good		
73982	10/25/2023	Glassport High Street	PM10	39	Good		
72637	8/30/2023	South Fayette	OZONE	30	Good		
34143	2/9/2020	Liberty 2	PM10	8	Good		
79678	6/23/2024	North Braddock	CO	16	Good		
7100	11/22/2016	South Fayette	SO2	3	Good		
23101	11/7/2018	Lawrenceville 2	CO	3	Good		
37525	7/10/2020	Parkway East	PM25T	44	Good		
81468	8/29/2024	North Braddock	PM10_640	25	Good		
63841	12/1/2022	Parkway East	PM25_640	35	Good		
43604	4/26/2021	Parkway East	NO2	17	Good		
41492	1/12/2021	South Fayette	SO2	4	Good		
13715	9/18/2017	Liberty 2	PM25(2)	61	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
23424	11/21/2018	Flag Plaza	PM10	10	Good		
14782	11/3/2017	Lawrenceville 2	CO	4	Good		
76888	2/21/2024	Harrison Township	NO2	23	Good		
19048	5/11/2018	South Fayette	OZONE	39	Good		
31304	10/13/2019	Flag Plaza	PM10	6	Good		
20666	7/22/2018	Lincoln	PM10	8	Good		
62866	11/8/2022	Pittsburgh	PM25_640	28	Good		
48165	11/12/2021	Pittsburgh	PM25_640	20	Good		
19461	5/29/2018	Liberty	SO2	27	Good		
20975	8/5/2018	Lincoln	PM10	30	Good		
16770	1/30/2018	Flag Plaza	CO	0	Good		
76414	2/3/2024	Avalon	PM25_640	21	Good		
71264	7/1/2023	Clairton	PM25_640	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
54630	5/14/2022	North Braddock	SO2	9	Good		
28942	7/10/2019	Parkway East	CO	5	Good		
32335	11/24/2019	Liberty	SO2	11	Good		
37021	6/17/2020	Liberty	SO2	1	Good		
42611	3/8/2021	Avalon	PM25T	34	Good		
9727	3/24/2017	Liberty	SO2	61	Moderate		
55645	6/14/2022	Liberty	SO2	7	Good		
33083	12/24/2019	South Fayette	SO2	1	Good		
77900	4/6/2024	North Braddock	PM10_640	4	Good		
41653	1/20/2021	Liberty 2	PM10	6	Good		
4771	8/9/2016	North Braddock	PM10B	22	Good		
30646	9/17/2019	Parkway East	NO2	15	Good		
48260	11/15/2021	Lawrenceville 2	SO2	0	Good		
36579	5/29/2020	North Braddock	SO2	0	Good		
66022	1/30/2023	Lawrenceville 2	SO2	1	Good		
78844	5/19/2024	Avalon	PM25_640	38	Good		
20695	7/23/2018	Liberty 2	PM25T	25	Good		
10619	5/3/2017	Lincoln	PM10	19	Good		
34300	2/16/2020	Lawrenceville 2	SO2	4	Good		
10174	4/14/2017	Lawrenceville	OZONE	49	Good		
28264	6/12/2019	West Mifflin	SO2	1	Good		
17669	3/11/2018	Flag Plaza	PM10	15	Good		
7772	12/23/2016	Avalon	PM25T	59	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
27553	5/15/2019	Lincoln	PM25	53	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
34472	2/24/2020	North Braddock	SO2	41	Good		
76921	2/22/2024	Liberty	SO2	14	Good		
31187	10/8/2019	Liberty 2	PM10	6	Good		
37418	7/5/2020	Lawrenceville 2	CO	3	Good		
24921	1/26/2019	Lawrenceville 2	CO	3	Good		
20127	6/28/2018	Lincoln	PM10	22	Good		
75791	1/9/2024	Lawrenceville 2	SO2	1	Good		
48280	11/16/2021	South Fayette	OZONE	21	Good		
30180	8/29/2019	Harrison Township	OZONE	35	Good		
77395	3/14/2024	Lawrenceville	OZONE	46	Good		
20659	7/21/2018	Flag Plaza	CO	0	Good		
80142	7/10/2024	Parkway East	PM25_640	32	Good		
38211	8/10/2020	North Braddock	PM10B	47	Good		
60557	10/8/2022	Parkway East	PM25_640	21	Good		
45256	7/14/2021	Harrison Township	OZONE	43	Good		
6998	11/17/2016	Harrison Township	NO2	21	Good		
13582	9/12/2017	Harrison Township	OZONE	37	Good		
74122	10/31/2023	Harrison Township	NO2	13	Good		
70311	5/23/2023	Parkway East	PM25_640	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
35450	4/8/2020	Harrison Township	NO2	12	Good		
79309	6/6/2024	Clairton	PM25_640	25	Good		
79794	6/28/2024	North Braddock	PM25_640	42	Good		
64912	12/28/2022	North Braddock	CO	25	Good		
47033	10/7/2021	Parkway East	CO	3	Good		
6256	10/15/2016	Lawrenceville 2	CO	4	Good		
81987	9/17/2024	Lawrenceville 2	CO	2	Good		
76006	1/18/2024	North Braddock	CO	5	Good		
73697	10/12/2023	Glassport High Street	PM10	35	Good		
25537	2/21/2019	South Fayette	SO2	3	Good		
16283	1/9/2018	Lawrenceville 2	SO2	1	Good		
70762	6/10/2023	Pittsburgh	PM10_640	34	Good		
37701	7/18/2020	Lincoln	PM25	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13720	9/18/2017	Avalon	SO2	0	Good		
9914	4/2/2017	Lawrenceville	OZONE	44	Good		
